Date,Commodity Indicator,Product Short Desc,Future/Option,Electronic Volume,Total Volume
1/1/2000,ED,EURO DLR FUT,F,"232,796",8379642.00
1/1/2000,SP,S&P 500 FUT,F,"88,426",1915082.00
1/1/2000,ES,EMINI S&P FUT,F,"1,302,447",1305618.00
1/1/2000,ED,EURO DLR CALL,O,"6,600",972970.00
1/1/2000,ED,EURO DLR PUT,O,"6,303",942420.00
1/1/2000,J1,JAPAN YEN FUT,F,"39,288",436505.00
1/1/2000,EC,EURO FX FUT,F,"40,317",419910.00
1/1/2000,ND,NASDAQ 100 FUT,F,"17,793",349813.00
1/1/2000,48,LV CATTLE FUT,F,0,347290.00
1/1/2000,E1,SWISS FRNC FUT,F,"16,980",327094.00
1/1/2000,E0,1YR MIDCRV CALL,O,50,317939.00
1/1/2000,NQ,EMINI NASD FUT,F,"303,246",303588.00
1/1/2000,SP,S&P 500 PUT,O,10,243596.00
1/1/2000,E0,1YR MIDCRV PUT,O,0,201697.00
1/1/2000,BP,BRIT PND FUT,F,"13,417",192198.00
1/1/2000,C1,CANADA DLR FUT,F,"3,456",184328.00
1/1/2000,LN,LEAN HOGS FUT,F,0,175399.00
1/1/2000,SP,S&P 500 CALL,O,16,139808.00
1/1/2000,GI,GSCI FUT,F,0,98665.00
1/1/2000,MP,MEX PESO FUT,F,1,91665.00
1/1/2000,EY,EUROYEN FUT,F,0,91533.00
1/1/2000,AD,AUST DLR FUT,F,"3,281",90602.00
1/1/2000,62,FDR CATTLE FUT,F,0,73232.00
1/1/2000,EM,1-MTH EURODLR F,F,"5,135",63522.00
1/1/2000,56,FRZ PK BLY FUT,F,0,37650.00
1/1/2000,NK,NIKKEI ($) FUT,F,0,35933.00
1/1/2000,48,LV CATTLE PUT,O,0,27601.00
1/1/2000,RL,RUSS 2000 FUT,F,13,23970.00
1/1/2000,48,LV CATTLE CALL,O,0,22546.00
1/1/2000,J1,JAPAN YEN PUT,O,1,22377.00
1/1/2000,XP,SP AFLEX PUT,O,0,20363.00
1/1/2000,LB,LUMBER FUT,F,0,19871.00
1/1/2000,MD,S&P 400MID FUT,F,1,16918.00
1/1/2000,XH,ND AFLEX CALL,O,0,16445.00
1/1/2000,J1,JAPAN YEN CALL,O,0,13375.00
1/1/2000,EC,EURO FX CALL,O,0,13045.00
1/1/2000,RA,S AFR RAND FUT,F,0,11283.00
1/1/2000,E2,2YR MIDCRV PUT,O,0,10610.00
1/1/2000,62,FDR CATTLE PUT,O,0,10584.00
1/1/2000,XH,ND AFLEX PUT,O,0,9470.00
1/1/2000,EC,EURO FX PUT,O,0,7310.00
1/1/2000,E2,2YR MIDCRV CALL,O,0,7110.00
1/1/2000,LN,LEAN HOGS PUT,O,0,5977.00
1/1/2000,E1,SWISS FRNC CALL,O,0,5001.00
1/1/2000,BP,BRIT PND CALL,O,0,4629.00
1/1/2000,XP,SP AFLEX CALL,O,0,4150.00
1/1/2000,62,FDR CATTLE CALL,O,0,4095.00
1/1/2000,NE,NEW ZEALND FUT,F,0,4030.00
1/1/2000,LN,LEAN HOGS CALL,O,0,3895.00
1/1/2000,BP,BRIT PND PUT,O,0,3890.00
1/1/2000,C1,CANADA DLR PUT,O,0,3382.00
1/1/2000,C1,CANADA DLR CALL,O,0,3310.00
1/1/2000,E1,SWISS FRNC PUT,O,0,2863.00
1/1/2000,DA,MILK FUT,F,0,2411.00
1/1/2000,56,FRZ PK BLY CALL,O,0,2143.00
1/1/2000,56,FRZ PK BLY PUT,O,0,1845.00
1/1/2000,EY,EUROYEN PUT,O,0,1769.00
1/1/2000,SG,S&P GROWTH FUT,F,0,1762.00
1/1/2000,T1,90D TBILL FUT,F,0,1621.00
1/1/2000,E7,EMINI EURFX FUT,F,"1,614",1614.00
1/1/2000,ND,NASDAQ 100 PUT,O,0,1537.00
1/1/2000,ND,NASDAQ 100 CALL,O,0,1251.00
1/1/2000,DB,BUTTER FUT,F,0,1200.00
1/1/2000,MP,MEX PESO PUT,O,0,914.00
1/1/2000,ES,EMINI S&P PUT,O,780,780.00
1/1/2000,SU,S&P VALUE FUT,F,0,748.00
1/1/2000,AD,AUST DLR PUT,O,0,622.00
1/1/2000,ES,EMINI S&P CALL,O,610,610.00
1/1/2000,GI,GSCI CALL,O,0,596.00
1/1/2000,J7,EMINI J YEN FUT,F,538,538.00
1/1/2000,LB,LUMBER CALL,O,0,513.00
1/1/2000,LB,LUMBER PUT,O,0,506.00
1/1/2000,2J,WKJY-2J-P,O,0,489.00
1/1/2000,2J,WKJY-2J-C,O,0,292.00
1/1/2000,AD,AUST DLR CALL,O,0,264.00
1/1/2000,MD,S&P 400MID CALL,O,0,233.00
1/1/2000,EL,EUROYEN LIB FUT,F,0,222.00
1/1/2000,MP,MEX PESO CALL,O,0,211.00
1/1/2000,3X,WKEC-3X-C,O,0,210.00
1/1/2000,NK,NIKKEI ($) CALL,O,0,184.00
1/1/2000,NK,NIKKEI ($) PUT,O,0,169.00
1/1/2000,EY,EUROYEN CALL,O,0,132.00
1/1/2000,DA,MILK CALL,O,0,119.00
1/1/2000,RL,RUSS 2000 PUT,O,0,117.00
1/1/2000,MD,S&P 400MID PUT,O,0,109.00
1/1/2000,DA,MILK PUT,O,0,84.00
1/1/2000,RP,EC/BP CROSS RT,F,0,84.00
1/1/2000,RL,RUSS 2000 CALL,O,0,80.00
1/1/2000,3C,WKCD-3C-C,O,0,70.00
1/1/2000,3X,WKEC-3X-P,O,0,63.00
1/1/2000,3C,WKCD-3C-P,O,0,38.00
1/1/2000,4S,WKSF-4S-P,O,0,38.00
1/1/2000,2C,WKCD-2C-C,O,0,30.00
1/1/2000,3J,WKJY-3J-P,O,0,30.00
1/1/2000,4J,WKJY-4J-C,O,0,28.00
1/1/2000,H1,HDD ATLANTA F,F,23,23.00
1/1/2000,4X,WKEC-4X-P,O,0,21.00
1/1/2000,4C,WKCD-4C-P,O,0,16.00
1/1/2000,4C,WKCD-4C-C,O,0,15.00
1/1/2000,4X,WKEC-4X-C,O,0,14.00
1/1/2000,4S,WKSF-4S-C,O,0,13.00
1/1/2000,GI,GSCI PUT,O,0,13.00
1/1/2000,JQ,MILK MIDI PUT,O,0,12.00
1/1/2000,DB,BUTTER PUT,O,0,10.00
1/1/2000,2C,WKCD-2C-P,O,0,8.00
1/1/2000,3B,WKBP-3B-C,O,0,6.00
1/1/2000,4B,WKBP-4B-P,O,0,6.00
1/1/2000,4J,WKJY-4J-P,O,0,6.00
1/1/2000,DB,BUTTER CALL,O,0,2.00
1/1/2000,H3,HDD CINCINNAT F,F,2,2.00
1/1/2000,H4,HDD NEW YORK F,F,2,2.00
1/1/2000,JQ,MILK MIDI CALL,O,0,2.00
1/1/2000,H2,HDD CHICAGO F,F,1,1.00
2/1/2000,ED,EURO DLR FUT,F,"227,904",9723001.00
2/1/2000,SP,S&P 500 FUT,F,"60,436",1916615.00
2/1/2000,ES,EMINI S&P FUT,F,"1,386,175",1388389.00
2/1/2000,ED,EURO DLR PUT,O,450,899841.00
2/1/2000,ED,EURO DLR CALL,O,"2,200",883720.00
2/1/2000,NQ,EMINI NASD FUT,F,"381,564",381595.00
2/1/2000,ND,NASDAQ 100 FUT,F,"14,570",366408.00
2/1/2000,EC,EURO FX FUT,F,"31,801",334967.00
2/1/2000,48,LV CATTLE FUT,F,0,323524.00
2/1/2000,E1,SWISS FRNC FUT,F,"14,365",313127.00
2/1/2000,J1,JAPAN YEN FUT,F,"30,963",299089.00
2/1/2000,E0,1YR MIDCRV CALL,O,0,200645.00
2/1/2000,SP,S&P 500 PUT,O,9,197505.00
2/1/2000,LN,LEAN HOGS FUT,F,0,186352.00
2/1/2000,C1,CANADA DLR FUT,F,"6,116",182462.00
2/1/2000,BP,BRIT PND FUT,F,"15,952",179811.00
2/1/2000,E0,1YR MIDCRV PUT,O,200,169227.00
2/1/2000,SP,S&P 500 CALL,O,1,105562.00
2/1/2000,GI,GSCI FUT,F,0,86675.00
2/1/2000,MP,MEX PESO FUT,F,8,84216.00
2/1/2000,EY,EUROYEN FUT,F,0,62933.00
2/1/2000,62,FDR CATTLE FUT,F,0,61495.00
2/1/2000,EM,1-MTH EURODLR F,F,864,54872.00
2/1/2000,J1,JAPAN YEN PUT,O,0,49876.00
2/1/2000,AD,AUST DLR FUT,F,"3,612",46476.00
2/1/2000,56,FRZ PK BLY FUT,F,0,38943.00
2/1/2000,RL,RUSS 2000 FUT,F,25,29369.00
2/1/2000,ND,NASDAQ 100 CALL,O,0,29089.00
2/1/2000,NK,NIKKEI ($) FUT,F,0,25482.00
2/1/2000,48,LV CATTLE CALL,O,0,20035.00
2/1/2000,LB,LUMBER FUT,F,0,19486.00
2/1/2000,48,LV CATTLE PUT,O,0,18929.00
2/1/2000,J1,JAPAN YEN CALL,O,2,16270.00
2/1/2000,MD,S&P 400MID FUT,F,7,15298.00
2/1/2000,EC,EURO FX PUT,O,0,12117.00
2/1/2000,XP,SP AFLEX PUT,O,0,11111.00
2/1/2000,EC,EURO FX CALL,O,0,10897.00
2/1/2000,62,FDR CATTLE PUT,O,0,9273.00
2/1/2000,XH,ND AFLEX CALL,O,0,8675.00
2/1/2000,XH,ND AFLEX PUT,O,0,8115.00
2/1/2000,BP,BRIT PND CALL,O,0,7907.00
2/1/2000,LN,LEAN HOGS PUT,O,0,7370.00
2/1/2000,BP,BRIT PND PUT,O,0,7107.00
2/1/2000,ND,NASDAQ 100 PUT,O,0,6708.00
2/1/2000,LN,LEAN HOGS CALL,O,0,6562.00
2/1/2000,E1,SWISS FRNC CALL,O,0,5966.00
2/1/2000,DA,MILK FUT,F,0,5936.00
2/1/2000,XP,SP AFLEX CALL,O,0,5330.00
2/1/2000,E2,2YR MIDCRV CALL,O,0,5260.00
2/1/2000,E2,2YR MIDCRV PUT,O,0,5050.00
2/1/2000,C1,CANADA DLR PUT,O,0,3390.00
2/1/2000,NE,NEW ZEALND FUT,F,0,2844.00
2/1/2000,56,FRZ PK BLY PUT,O,0,2620.00
2/1/2000,62,FDR CATTLE CALL,O,0,2523.00
2/1/2000,C1,CANADA DLR CALL,O,0,2519.00
2/1/2000,E1,SWISS FRNC PUT,O,0,2017.00
2/1/2000,E7,EMINI EURFX FUT,F,"1,759",1759.00
2/1/2000,RA,S AFR RAND FUT,F,0,1756.00
2/1/2000,EL,EUROYEN LIB FUT,F,0,1357.00
2/1/2000,EY,EUROYEN PUT,O,0,1272.00
2/1/2000,56,FRZ PK BLY CALL,O,0,1259.00
2/1/2000,4J,WKJY-4J-C,O,0,1200.00
2/1/2000,J7,EMINI J YEN FUT,F,"1,080",1080.00
2/1/2000,AD,AUST DLR PUT,O,0,934.00
2/1/2000,T1,90D TBILL FUT,F,0,886.00
2/1/2000,RP,EC/BP CROSS RT,F,0,883.00
2/1/2000,LB,LUMBER CALL,O,0,720.00
2/1/2000,DA,MILK CALL,O,0,714.00
2/1/2000,ES,EMINI S&P CALL,O,656,656.00
2/1/2000,DB,BUTTER FUT,F,0,649.00
2/1/2000,ES,EMINI S&P PUT,O,631,631.00
2/1/2000,SU,S&P VALUE FUT,F,0,620.00
2/1/2000,NK,NIKKEI ($) CALL,O,0,498.00
2/1/2000,RY,EC/JY CROSS RT,F,1,458.00
2/1/2000,3J,WKJY-3J-C,O,0,445.00
2/1/2000,LB,LUMBER PUT,O,0,431.00
2/1/2000,BR,BRAZIL RL FUT,F,0,403.00
2/1/2000,MD,S&P 400MID CALL,O,0,392.00
2/1/2000,3J,WKJY-3J-P,O,0,382.00
2/1/2000,3X,WKEC-3X-P,O,0,380.00
2/1/2000,2J,WKJY-2J-P,O,0,366.00
2/1/2000,SG,S&P GROWTH FUT,F,0,361.00
2/1/2000,4J,WKJY-4J-P,O,0,310.00
2/1/2000,AD,AUST DLR CALL,O,0,303.00
2/1/2000,DA,MILK PUT,O,0,299.00
2/1/2000,MP,MEX PESO PUT,O,0,296.00
2/1/2000,2X,WKEC-2X-C,O,0,252.00
2/1/2000,2J,WKJY-2J-C,O,0,210.00
2/1/2000,NK,NIKKEI ($) PUT,O,0,205.00
2/1/2000,RL,RUSS 2000 CALL,O,0,146.00
2/1/2000,MP,MEX PESO CALL,O,0,122.00
2/1/2000,EM,1-MTH EURODLR C,O,0,100.00
2/1/2000,XN,NK AFLEX PUT,O,0,100.00
2/1/2000,GI,GSCI PUT,O,0,92.00
2/1/2000,MD,S&P 400MID PUT,O,0,92.00
2/1/2000,4C,WKCD-4C-C,O,0,60.00
2/1/2000,RL,RUSS 2000 PUT,O,0,59.00
2/1/2000,3S,WKSF-3S-C,O,0,58.00
2/1/2000,3C,WKCD-3C-C,O,0,50.00
2/1/2000,3C,WKCD-3C-P,O,0,46.00
2/1/2000,H2,HDD CHICAGO F,F,38,38.00
2/1/2000,2S,WKSF-2S-C,O,0,36.00
2/1/2000,DB,BUTTER CALL,O,0,34.00
2/1/2000,EY,EUROYEN CALL,O,0,31.00
2/1/2000,3S,WKSF-3S-P,O,0,30.00
2/1/2000,GI,GSCI CALL,O,0,30.00
2/1/2000,XU,RL AFLEX PUT,O,0,30.00
2/1/2000,EM,1-MTH EURODLR P,O,0,25.00
2/1/2000,2C,WKCD-2C-P,O,0,16.00
2/1/2000,4C,WKCD-4C-P,O,0,16.00
2/1/2000,2C,WKCD-2C-C,O,0,15.00
2/1/2000,3X,WKEC-3X-C,O,0,14.00
2/1/2000,4X,WKEC-4X-P,O,0,10.00
2/1/2000,JQ,MILK MIDI CALL,O,0,6.00
2/1/2000,JQ,MILK MIDI PUT,O,0,6.00
2/1/2000,4B,WKBP-4B-P,O,0,5.00
2/1/2000,DB,BUTTER PUT,O,0,4.00
2/1/2000,2S,WKSF-2S-P,O,0,3.00
2/1/2000,2X,WKEC-2X-P,O,0,2.00
2/1/2000,4S,WKSF-4S-P,O,0,2.00
2/1/2000,4X,WKEC-4X-C,O,0,1.00
2/1/2000,H3,HDD CINCINNAT F,F,1,1.00
3/1/2000,ED,EURO DLR FUT,F,"252,921",10197793.00
3/1/2000,SP,S&P 500 FUT,F,"60,259",2956434.00
3/1/2000,ES,EMINI S&P FUT,F,"1,539,827",1543409.00
3/1/2000,ED,EURO DLR PUT,O,"1,212",1036168.00
3/1/2000,ED,EURO DLR CALL,O,550,730409.00
3/1/2000,NQ,EMINI NASD FUT,F,"604,286",604342.00
3/1/2000,ND,NASDAQ 100 FUT,F,"16,811",575942.00
3/1/2000,J1,JAPAN YEN FUT,F,"39,370",569758.00
3/1/2000,EC,EURO FX FUT,F,"37,388",452393.00
3/1/2000,E1,SWISS FRNC FUT,F,"13,345",385297.00
3/1/2000,48,LV CATTLE FUT,F,0,356258.00
3/1/2000,E0,1YR MIDCRV PUT,O,0,299114.00
3/1/2000,C1,CANADA DLR FUT,F,"7,648",280818.00
3/1/2000,BP,BRIT PND FUT,F,"18,430",270898.00
3/1/2000,SP,S&P 500 PUT,O,0,241243.00
3/1/2000,LN,LEAN HOGS FUT,F,0,231532.00
3/1/2000,E0,1YR MIDCRV CALL,O,0,227371.00
3/1/2000,SP,S&P 500 CALL,O,4,222353.00
3/1/2000,MP,MEX PESO FUT,F,27,118564.00
3/1/2000,EY,EUROYEN FUT,F,0,95875.00
3/1/2000,AD,AUST DLR FUT,F,"2,926",85724.00
3/1/2000,GI,GSCI FUT,F,0,83079.00
3/1/2000,EM,1-MTH EURODLR F,F,"2,510",82000.00
3/1/2000,RL,RUSS 2000 FUT,F,278,67095.00
3/1/2000,NK,NIKKEI ($) FUT,F,0,53940.00
3/1/2000,62,FDR CATTLE FUT,F,0,49439.00
3/1/2000,MD,S&P 400MID FUT,F,25,45941.00
3/1/2000,F0,10Y AGENCY FUT,F,0,45570.00
3/1/2000,56,FRZ PK BLY FUT,F,0,39060.00
3/1/2000,J1,JAPAN YEN CALL,O,1,36723.00
3/1/2000,J1,JAPAN YEN PUT,O,20,36289.00
3/1/2000,F5,5Y AGENCY FUT,F,0,31806.00
3/1/2000,48,LV CATTLE CALL,O,0,26047.00
3/1/2000,XH,ND AFLEX CALL,O,0,25270.00
3/1/2000,48,LV CATTLE PUT,O,0,25161.00
3/1/2000,XP,SP AFLEX PUT,O,0,21627.00
3/1/2000,ND,NASDAQ 100 CALL,O,0,20711.00
3/1/2000,LB,LUMBER FUT,F,0,18936.00
3/1/2000,E2,2YR MIDCRV CALL,O,0,12210.00
3/1/2000,EC,EURO FX CALL,O,0,11186.00
3/1/2000,EC,EURO FX PUT,O,0,9717.00
3/1/2000,LN,LEAN HOGS PUT,O,0,9245.00
3/1/2000,BP,BRIT PND CALL,O,0,8959.00
3/1/2000,62,FDR CATTLE PUT,O,0,7991.00
3/1/2000,LN,LEAN HOGS CALL,O,0,7770.00
3/1/2000,ND,NASDAQ 100 PUT,O,0,7688.00
3/1/2000,E1,SWISS FRNC CALL,O,0,7054.00
3/1/2000,SU,S&P VALUE FUT,F,0,6491.00
3/1/2000,XH,ND AFLEX PUT,O,0,6305.00
3/1/2000,NE,NEW ZEALND FUT,F,0,5822.00
3/1/2000,E2,2YR MIDCRV PUT,O,0,5670.00
3/1/2000,RA,S AFR RAND FUT,F,0,5498.00
3/1/2000,BP,BRIT PND PUT,O,0,5305.00
3/1/2000,C1,CANADA DLR CALL,O,0,4907.00
3/1/2000,SG,S&P GROWTH FUT,F,0,4813.00
3/1/2000,DA,MILK FUT,F,0,4075.00
3/1/2000,E1,SWISS FRNC PUT,O,0,3962.00
3/1/2000,56,FRZ PK BLY PUT,O,0,3630.00
3/1/2000,C1,CANADA DLR PUT,O,0,3575.00
3/1/2000,XP,SP AFLEX CALL,O,0,3220.00
3/1/2000,T1,90D TBILL FUT,F,0,3201.00
3/1/2000,62,FDR CATTLE CALL,O,0,2957.00
3/1/2000,EY,EUROYEN PUT,O,0,1371.00
3/1/2000,56,FRZ PK BLY CALL,O,0,1278.00
3/1/2000,RY,EC/JY CROSS RT,F,10,1226.00
3/1/2000,E7,EMINI EURFX FUT,F,"1,140",1140.00
3/1/2000,ES,EMINI S&P PUT,O,"1,016",1016.00
3/1/2000,EM,1-MTH EURODLR P,O,0,946.00
3/1/2000,J7,EMINI J YEN FUT,F,909,909.00
3/1/2000,ES,EMINI S&P CALL,O,798,798.00
3/1/2000,DA,MILK CALL,O,0,754.00
3/1/2000,LB,LUMBER CALL,O,0,696.00
3/1/2000,AD,AUST DLR PUT,O,0,563.00
3/1/2000,LB,LUMBER PUT,O,0,464.00
3/1/2000,DB,BUTTER FUT,F,0,378.00
3/1/2000,DA,MILK PUT,O,0,362.00
3/1/2000,AD,AUST DLR CALL,O,0,318.00
3/1/2000,YP,SP EFLEX PUT,O,0,318.00
3/1/2000,YP,SP EFLEX CALL,O,0,308.00
3/1/2000,2X,WKEC-2X-P,O,0,302.00
3/1/2000,MP,MEX PESO PUT,O,0,248.00
3/1/2000,NK,NIKKEI ($) CALL,O,0,223.00
3/1/2000,RL,RUSS 2000 CALL,O,0,203.00
3/1/2000,XN,NK AFLEX PUT,O,0,175.00
3/1/2000,4X,WKEC-4X-C,O,0,174.00
3/1/2000,NK,NIKKEI ($) PUT,O,0,132.00
3/1/2000,5X,WKEC-5X-P,O,0,113.00
3/1/2000,EY,EUROYEN CALL,O,0,106.00
3/1/2000,5X,WKEC-5X-C,O,0,102.00
3/1/2000,GI,GSCI PUT,O,0,102.00
3/1/2000,XU,RL AFLEX PUT,O,0,100.00
3/1/2000,4J,WKJY-4J-P,O,0,94.00
3/1/2000,5S,WKSF-5S-P,O,0,78.00
3/1/2000,RL,RUSS 2000 PUT,O,0,75.00
3/1/2000,4J,WKJY-4J-C,O,0,74.00
3/1/2000,MD,S&P 400MID CALL,O,0,74.00
3/1/2000,MP,MEX PESO CALL,O,0,71.00
3/1/2000,XZ,MD AFLEX CALL,O,0,70.00
3/1/2000,DB,BUTTER CALL,O,0,69.00
3/1/2000,5S,WKSF-5S-C,O,0,66.00
3/1/2000,2S,WKSF-2S-P,O,0,64.00
3/1/2000,5J,WKJY-5J-P,O,0,60.00
3/1/2000,3J,WKJY-3J-C,O,0,58.00
3/1/2000,DB,BUTTER PUT,O,0,51.00
3/1/2000,3C,WKCD-3C-P,O,0,50.00
3/1/2000,5J,WKJY-5J-C,O,0,50.00
3/1/2000,GI,GSCI CALL,O,0,50.00
3/1/2000,2C,WKCD-2C-P,O,0,46.00
3/1/2000,3J,WKJY-3J-P,O,0,46.00
3/1/2000,5C,WKCD-5C-P,O,0,40.00
3/1/2000,2S,WKSF-2S-C,O,0,26.00
3/1/2000,EM,1-MTH EURODLR C,O,0,25.00
3/1/2000,XU,RL AFLEX CALL,O,0,25.00
3/1/2000,4S,WKSF-4S-P,O,0,20.00
3/1/2000,5C,WKCD-5C-C,O,0,15.00
3/1/2000,MD,S&P 400MID PUT,O,0,15.00
3/1/2000,3S,WKSF-3S-C,O,0,12.00
3/1/2000,4X,WKEC-4X-P,O,0,12.00
3/1/2000,JQ,MILK MIDI PUT,O,0,11.00
3/1/2000,3X,WKEC-3X-P,O,0,10.00
3/1/2000,4S,WKSF-4S-C,O,0,8.00
3/1/2000,2J,WKJY-2J-P,O,0,6.00
3/1/2000,JQ,MILK MIDI CALL,O,0,6.00
3/1/2000,3X,WKEC-3X-C,O,0,4.00
3/1/2000,RU,RUS RUBLE FUT,F,0,2.00
4/1/2000,ED,EURO DLR FUT,F,"225,665",10171821.00
4/1/2000,SP,S&P 500 FUT,F,"60,266",1651429.00
4/1/2000,ES,EMINI S&P FUT,F,"1,458,641",1461637.00
4/1/2000,ED,EURO DLR PUT,O,449,979183.00
4/1/2000,ED,EURO DLR CALL,O,225,648551.00
4/1/2000,NQ,EMINI NASD FUT,F,"634,129",634343.00
4/1/2000,ND,NASDAQ 100 FUT,F,"19,634",503570.00
4/1/2000,E0,1YR MIDCRV PUT,O,0,362291.00
4/1/2000,E0,1YR MIDCRV CALL,O,400,346223.00
4/1/2000,EC,EURO FX FUT,F,"21,188",283469.00
4/1/2000,SP,S&P 500 PUT,O,2,258735.00
4/1/2000,E1,SWISS FRNC FUT,F,"11,219",252122.00
4/1/2000,J1,JAPAN YEN FUT,F,"32,833",250482.00
4/1/2000,48,LV CATTLE FUT,F,0,236494.00
4/1/2000,LN,LEAN HOGS FUT,F,0,158765.00
4/1/2000,C1,CANADA DLR FUT,F,"6,464",155044.00
4/1/2000,BP,BRIT PND FUT,F,"8,187",138872.00
4/1/2000,SP,S&P 500 CALL,O,6,127981.00
4/1/2000,EY,EUROYEN FUT,F,0,92043.00
4/1/2000,GI,GSCI FUT,F,0,88111.00
4/1/2000,MP,MEX PESO FUT,F,14,85189.00
4/1/2000,EM,1-MTH EURODLR F,F,988,55502.00
4/1/2000,NK,NIKKEI ($) FUT,F,0,39423.00
4/1/2000,62,FDR CATTLE FUT,F,0,34073.00
4/1/2000,AD,AUST DLR FUT,F,"2,588",33990.00
4/1/2000,E2,2YR MIDCRV CALL,O,0,32485.00
4/1/2000,RL,RUSS 2000 FUT,F,21,32320.00
4/1/2000,56,FRZ PK BLY FUT,F,0,31464.00
4/1/2000,XH,ND AFLEX CALL,O,0,22910.00
4/1/2000,EC,EURO FX CALL,O,0,22819.00
4/1/2000,48,LV CATTLE PUT,O,0,18738.00
4/1/2000,MD,S&P 400MID FUT,F,4,18052.00
4/1/2000,J1,JAPAN YEN CALL,O,0,16557.00
4/1/2000,LB,LUMBER FUT,F,0,16136.00
4/1/2000,J1,JAPAN YEN PUT,O,0,13600.00
4/1/2000,EC,EURO FX PUT,O,0,13154.00
4/1/2000,48,LV CATTLE CALL,O,0,13115.00
4/1/2000,XP,SP AFLEX PUT,O,0,12382.00
4/1/2000,LN,LEAN HOGS CALL,O,0,8668.00
4/1/2000,ND,NASDAQ 100 CALL,O,0,8099.00
4/1/2000,E1,SWISS FRNC CALL,O,2,8004.00
4/1/2000,XH,ND AFLEX PUT,O,0,7960.00
4/1/2000,62,FDR CATTLE PUT,O,0,7900.00
4/1/2000,LN,LEAN HOGS PUT,O,0,7479.00
4/1/2000,E2,2YR MIDCRV PUT,O,0,6710.00
4/1/2000,BP,BRIT PND CALL,O,0,6248.00
4/1/2000,E1,SWISS FRNC PUT,O,0,5168.00
4/1/2000,F0,10Y AGENCY FUT,F,0,4276.00
4/1/2000,ND,NASDAQ 100 PUT,O,0,4143.00
4/1/2000,BP,BRIT PND PUT,O,0,3818.00
4/1/2000,DA,MILK FUT,F,0,3713.00
4/1/2000,62,FDR CATTLE CALL,O,0,3286.00
4/1/2000,56,FRZ PK BLY PUT,O,0,3208.00
4/1/2000,NE,NEW ZEALND FUT,F,0,2538.00
4/1/2000,F5,5Y AGENCY FUT,F,0,2266.00
4/1/2000,C1,CANADA DLR PUT,O,0,1777.00
4/1/2000,C1,CANADA DLR CALL,O,0,1595.00
4/1/2000,RA,S AFR RAND FUT,F,0,1360.00
4/1/2000,56,FRZ PK BLY CALL,O,0,1163.00
4/1/2000,ES,EMINI S&P PUT,O,999,999.00
4/1/2000,E7,EMINI EURFX FUT,F,982,982.00
4/1/2000,J7,EMINI J YEN FUT,F,939,939.00
4/1/2000,RY,EC/JY CROSS RT,F,0,834.00
4/1/2000,XP,SP AFLEX CALL,O,0,796.00
4/1/2000,ES,EMINI S&P CALL,O,790,790.00
4/1/2000,SU,S&P VALUE FUT,F,0,640.00
4/1/2000,EY,EUROYEN PUT,O,0,618.00
4/1/2000,LB,LUMBER CALL,O,0,581.00
4/1/2000,LB,LUMBER PUT,O,0,574.00
4/1/2000,DA,MILK PUT,O,0,518.00
4/1/2000,DA,MILK CALL,O,0,465.00
4/1/2000,DB,BUTTER FUT,F,0,456.00
4/1/2000,3X,WKEC-3X-P,O,0,437.00
4/1/2000,T1,90D TBILL FUT,F,0,379.00
4/1/2000,2X,WKEC-2X-P,O,0,367.00
4/1/2000,SG,S&P GROWTH FUT,F,0,340.00
4/1/2000,2X,WKEC-2X-C,O,0,283.00
4/1/2000,3S,WKSF-3S-C,O,0,278.00
4/1/2000,MP,MEX PESO PUT,O,0,165.00
4/1/2000,3X,WKEC-3X-C,O,0,137.00
4/1/2000,AD,AUST DLR CALL,O,0,110.00
4/1/2000,RL,RUSS 2000 CALL,O,0,109.00
4/1/2000,4X,WKEC-4X-P,O,0,108.00
4/1/2000,2J,WKJY-2J-P,O,0,106.00
4/1/2000,XN,NK AFLEX PUT,O,0,100.00
4/1/2000,MP,MEX PESO CALL,O,0,94.00
4/1/2000,GI,GSCI CALL,O,0,91.00
4/1/2000,AD,AUST DLR PUT,O,0,81.00
4/1/2000,EL,EUROYEN LIB FUT,F,0,66.00
4/1/2000,XU,RL AFLEX PUT,O,0,65.00
4/1/2000,XU,RL AFLEX CALL,O,0,61.00
4/1/2000,2C,WKCD-2C-P,O,0,52.00
4/1/2000,NK,NIKKEI ($) CALL,O,0,49.00
4/1/2000,4X,WKEC-4X-C,O,0,40.00
4/1/2000,NK,NIKKEI ($) PUT,O,0,39.00
4/1/2000,EY,EUROYEN CALL,O,0,29.00
4/1/2000,RL,RUSS 2000 PUT,O,0,27.00
4/1/2000,4J,WKJY-4J-P,O,0,26.00
4/1/2000,3C,WKCD-3C-P,O,0,22.00
4/1/2000,4C,WKCD-4C-P,O,0,22.00
4/1/2000,XN,NK AFLEX CALL,O,0,22.00
4/1/2000,2J,WKJY-2J-C,O,0,20.00
4/1/2000,XZ,MD AFLEX CALL,O,0,20.00
4/1/2000,JQ,MILK MIDI PUT,O,0,19.00
4/1/2000,3J,WKJY-3J-C,O,0,11.00
4/1/2000,4S,WKSF-4S-P,O,0,11.00
4/1/2000,MD,S&P 400MID CALL,O,0,9.00
4/1/2000,4S,WKSF-4S-C,O,0,8.00
4/1/2000,MD,S&P 400MID PUT,O,0,8.00
4/1/2000,EM,1-MTH EURODLR P,O,0,5.00
