Date,Commodity Indicator,Product Short Desc,Future/Option,Electronic Volume,Total Volume
5/1/2008,MP,MEX PESO FUT,F,"395,029",491265.00
5/1/2008,ME,E-400 MIDCAP F,F,"468,414",468414.00
5/1/2008,SP,S&P 500 CALL,O,0,423784.00
5/1/2008,P3,TRAKRS PIMCO,F,"278,291",278291.00
5/1/2008,NK,NIKKEI ($) FUT,F,"230,174",230366.00
5/1/2008,N1,NIKKEI (YEN) F,F,"190,121",190121.00
5/1/2008,EC,EURO FX PUT,O,"113,667",155831.00
5/1/2008,EV,EOM S&P 500 P,O,0,139680.00
5/1/2008,EC,EURO FX CALL,O,"68,006",102834.00
5/1/2008,EV,EOM S&P 500 C,O,0,100650.00
5/1/2008,ND,NASDAQ 100 FUT,F,"7,873",80472.00
5/1/2008,62,FDR CATTLE FUT,F,"8,097",77726.00
5/1/2008,NE,NEW ZEALND FUT,F,"55,351",75021.00
5/1/2008,EW,EOM EMINI S&P C,O,"74,083",74083.00
5/1/2008,EM,1-MTH EURODLR F,F,"67,936",73580.00
5/1/2008,48,LV CATTLE CALL,O,112,70149.00
5/1/2008,ER,E-RUSS 2000 C,O,"65,791",65791.00
5/1/2008,E7,EMINI EURFX FUT,F,"62,667",62679.00
5/1/2008,PST,TRAKRS PIM SPTR,F,"58,791",58791.00
5/1/2008,EW,EOM EMINI S&P P,O,"49,689",49689.00
5/1/2008,48,LV CATTLE PUT,O,6,49247.00
5/1/2008,ER,E-RUSS 2000 P,O,"46,351",46351.00
5/1/2008,GI,GSCI FUT,F,"5,146",42348.00
5/1/2008,LB,LUMBER FUT,F,0,37909.00
5/1/2008,J1,JAPAN YEN CALL,O,"25,140",35225.00
5/1/2008,XP,SP AFLEX PUT,O,0,31833.00
5/1/2008,RL,RUSS 2000 FUT,F,176,30635.00
5/1/2008,NQ,EMINI NASD PUT,O,"28,655",28655.00
5/1/2008,BP,BRIT PND PUT,O,"16,044",28636.00
5/1/2008,DA,MILK FUT,F,"21,841",27767.00
5/1/2008,YT,EURO FX P (EU),O,"23,144",23144.00
5/1/2008,E2,2YR MIDCRV CALL,O,0,23100.00
5/1/2008,YT,EURO FX C (EU),O,"21,845",21865.00
5/1/2008,LN,LEAN HOGS CALL,O,"1,485",20868.00
5/1/2008,C1,CANADA DLR CALL,O,"12,121",20157.00
5/1/2008,RY,EC/JY CROSS RT,F,"19,198",19402.00
5/1/2008,NQ,EMINI NASD CALL,O,"19,017",19017.00
5/1/2008,BP,BRIT PND CALL,O,"9,918",17416.00
5/1/2008,E0T,TOMMI MDCRV C,O,"1,350",16975.00
5/1/2008,E0T,TOMMI MDCRV P,O,"2,813",16138.00
5/1/2008,E2,2YR MIDCRV PUT,O,0,15242.00
5/1/2008,C1,CANADA DLR PUT,O,"9,026",15090.00
5/1/2008,2K,WK2 MDCRV CALL,O,"1,501",14551.00
5/1/2008,J1,JAPAN YEN PUT,O,"9,910",13966.00
5/1/2008,RU,RUS RUBLE FUT,F,"9,732",12528.00
5/1/2008,EFE,E-MINI EAFE FUT,F,"12,334",12334.00
5/1/2008,EY,EUROYEN FUT,F,"10,673",10673.00
5/1/2008,LN,LEAN HOGS PUT,O,"2,579",10255.00
5/1/2008,BR,BRAZIL RL FUT,F,790,9427.00
5/1/2008,1K,WK1 MDCRV CALL,O,300,9200.00
5/1/2008,2K,WK2 MDCRV PUT,O,700,7750.00
5/1/2008,SMC,E-600 SMLCAP F,F,"7,419",7419.00
5/1/2008,DA,MILK PUT,O,5,6320.00
5/1/2008,E1,SWISS FRNC CALL,O,"3,405",5584.00
5/1/2008,YJ,JAPAN YEN C EU,O,"5,138",5138.00
5/1/2008,K4,CDD NEW YORK F,F,590,5090.00
5/1/2008,DA,MILK CALL,O,3,4840.00
5/1/2008,56,FRZ PK BLY FUT,F,192,4695.00
5/1/2008,E1,SWISS FRNC PUT,O,"3,616",4638.00
5/1/2008,RF,EC/SF CROSS RT,F,"4,265",4574.00
5/1/2008,EMI,E-MINI EMRG FUT,F,"3,749",3980.00
5/1/2008,YJ,JAPAN YEN P EU,O,"3,798",3798.00
5/1/2008,62,FDR CATTLE PUT,O,0,3772.00
5/1/2008,AD,AUST DLR CALL,O,"1,616",3551.00
5/1/2008,5K,WK5 MDCRV CALL,O,0,3473.00
5/1/2008,YB,BRIT PND-P EU,O,"3,340",3340.00
5/1/2008,5K,WK5 MDCRV PUT,O,500,3250.00
5/1/2008,MD,S&P 400MID FUT,F,9,3124.00
5/1/2008,1K,WK1 MDCRV PUT,O,200,3100.00
5/1/2008,K0,CDD LAS VEGAS F,F,"2,070",3070.00
5/1/2008,62,FDR CATTLE CALL,O,0,3050.00
5/1/2008,K1,CDD ATLANTA F,F,290,2690.00
5/1/2008,YB,BRIT PND-C EU,O,"2,595",2595.00
5/1/2008,GA,GSCI ER FUTURES,F,"1,099",2578.00
5/1/2008,YD,CAN DLR PUT EU,O,"2,572",2572.00
5/1/2008,RP,EC/BP CROSS RT,F,"2,459",2524.00
5/1/2008,HQX,H MIN STP NOV C,O,0,2500.00
5/1/2008,HQX,H MIN STP NOV P,O,0,2500.00
5/1/2008,HXX,H KCT STP NOV C,O,0,2500.00
5/1/2008,HXX,H KCT STP NOV P,O,0,2500.00
5/1/2008,K8,CDD TUCSON F,F,450,2400.00
5/1/2008,YD,CAN DLR CALL EU,O,"2,300",2300.00
5/1/2008,1X,WKEC-1X-C,O,920,2263.00
5/1/2008,K1K,C ATL STP MAY C,O,0,2250.00
5/1/2008,CB,BUTTER CS FUT,F,"2,144",2144.00
5/1/2008,AD,AUST DLR PUT,O,"1,009",2030.00
5/1/2008,K5,CDD DALLAS F,F,905,2005.00
5/1/2008,G8K,CAT BAR MAY S C,O,0,2000.00
5/1/2008,GQK,CAT MDR MAY S C,O,0,2000.00
5/1/2008,K9K,C DMN STP MAY C,O,0,2000.00
5/1/2008,J7,EMINI J YEN FUT,F,"1,605",1606.00
5/1/2008,KX,CDD KNSCTY FUT,F,156,1506.00
5/1/2008,K8K,C TCS STP MAY C,O,0,1500.00
5/1/2008,MHF,HURS BMX FLA C,O,0,1400.00
5/1/2008,RMB,RMB/USD FUT,F,"1,214",1382.00
5/1/2008,3X,WKEC-3X-P,O,915,1355.00
5/1/2008,K5,CDD DALLAS C,O,0,1300.00
5/1/2008,WP,WOOD PULP FUT,F,76,1276.00
5/1/2008,RA,S AFR RAND FUT,F,459,1254.00
5/1/2008,K1K,C ATL STP MAY P,O,0,1250.00
5/1/2008,YS,SWISS FRNC-C EU,O,"1,127",1127.00
5/1/2008,K6,CDD PHILADEL F,F,115,1115.00
5/1/2008,4X,WKEC-4X-P,O,415,1063.00
5/1/2008,K1,CDD ATLANTA C,O,0,1050.00
5/1/2008,K6K,C PHL STP MAY C,O,0,1000.00
5/1/2008,YS,SWISS FRNC-P EU,O,986,986.00
5/1/2008,ND,NASDAQ 100 CALL,O,0,945.00
5/1/2008,ND,NASDAQ 100 PUT,O,0,922.00
5/1/2008,LB,LUMBER PUT,O,0,912.00
5/1/2008,K3,CDD CINCINNAT F,F,393,793.00
5/1/2008,K2,CDD CHICAGO F,F,3,753.00
5/1/2008,UN,NOK,F,112,684.00
5/1/2008,PZ,POLISH (US) F,F,79,664.00
5/1/2008,K0K,C LVG STP MAY F,F,150,650.00
5/1/2008,K4,CDD NEW YORK C,O,0,600.00
5/1/2008,S5,CME 5YR SWAP,F,0,600.00
5/1/2008,4X,WKEC-4X-C,O,545,578.00
5/1/2008,LB,LUMBER CALL,O,0,570.00
5/1/2008,K0,CDD LAS VEGAS C,O,0,550.00
5/1/2008,Z,POLISH (EC) F,F,38,530.00
5/1/2008,G9K,CAT RME MAY S C,O,0,500.00
5/1/2008,K1M,C ATL STP JUN C,O,0,500.00
5/1/2008,K1M,C ATL STP JUN P,O,0,500.00
5/1/2008,K5K,C DLS STP MAY C,O,0,500.00
5/1/2008,K6,CDD PHILADEL C,O,0,500.00
5/1/2008,K7K,C PRT STP MAY C,O,0,500.00
5/1/2008,K0,CDD LAS VEGAS P,O,0,450.00
5/1/2008,KV,CDD BALTIMORE F,F,75,425.00
5/1/2008,S2,CME 2YR SWAP,F,0,420.00
5/1/2008,KW,CDD BOSTON FUT,F,0,370.00
5/1/2008,1X,WKEC-1X-P,O,50,351.00
5/1/2008,DY,DRY WHEY FUT,F,333,333.00
5/1/2008,K9,CDD DES MOIN F,F,108,308.00
5/1/2008,K4K,C NYK STP MAY F,F,5,255.00
5/1/2008,CN,EC/NOK CROSS RT,F,250,250.00
5/1/2008,K1,CDD ATLANTA P,O,0,250.00
5/1/2008,K3K,C CIN STP MAY C,O,0,250.00
5/1/2008,K4K,C NYK STP MAY P,O,0,250.00
5/1/2008,CA,EC/AD CROSS RT,F,0,246.00
5/1/2008,ME,E-400 MIDCAP C,O,208,208.00
5/1/2008,KRK,C HST STP MAY F,F,0,200.00
5/1/2008,1S,WKSF-1S-C,O,0,184.00
5/1/2008,IS,SHEKEL FUTURE,F,0,181.00
5/1/2008,5X,WKEC-5X-P,O,5,169.00
5/1/2008,KQ,CDD MINNESOT F,F,92,167.00
5/1/2008,SJ,SF/JY CROSS RT,F,0,161.00
5/1/2008,KR,CDD HOUST FUT,F,0,150.00
5/1/2008,KS,CDD SACRAMNTO C,O,0,150.00
5/1/2008,KX,CDD KNS CITY C,O,0,150.00
5/1/2008,S0,CME 10YR SWAP,F,0,150.00
5/1/2008,AC,AD/CD CROSS RT,F,0,132.00
5/1/2008,SE,SEK,F,26,129.00
5/1/2008,PY,SPDR-S&P FUT,F,118,118.00
5/1/2008,DY,DRY WHEY CALL,O,105,105.00
5/1/2008,ME,E-400 MIDCAP P,O,103,103.00
5/1/2008,D0X,H LND STP NOV F,F,0,100.00
5/1/2008,K3M,C CIN STP JUN C,O,0,100.00
5/1/2008,K3M,C CIN STP JUN P,O,0,100.00
5/1/2008,K6K,C PHL STP MAY F,F,0,100.00
5/1/2008,QQ,QQQ-NASDAQ FUT,F,100,100.00
5/1/2008,YP,SP EFLEX CALL,O,0,100.00
5/1/2008,YP,SP EFLEX PUT,O,0,100.00
5/1/2008,IW,IWM-RUSS FUT,F,97,97.00
5/1/2008,3C,WKCD-3C-C,O,0,92.00
5/1/2008,5A,WKAD-5A-C,O,0,92.00
5/1/2008,4C,WKCD-4C-C,O,0,91.00
5/1/2008,3X,WKEC-3X-C,O,37,60.00
5/1/2008,K7,CDD PORTLAND F,F,60,60.00
5/1/2008,NF,CSH NFDM FUT,F,51,51.00
5/1/2008,5C,WKCD-5C-C,O,0,50.00
5/1/2008,G0,CAT LONDON FUT,F,0,50.00
5/1/2008,G2,CAT AMSTER FUT,F,0,50.00
5/1/2008,K1K,C ATL STP MAY F,F,0,50.00
5/1/2008,K1N,C ATL STP JUL F,F,0,50.00
5/1/2008,K3K,C CIN STP MAY F,F,0,50.00
5/1/2008,K5K,C DLS STP MAY F,F,0,50.00
5/1/2008,4J,WKJY-4J-C,O,8,48.00
5/1/2008,4J,WKJY-4J-P,O,4,44.00
5/1/2008,JQ,MILK MIDI PUT,O,0,38.00
5/1/2008,SFR,SFR HOUSE FUT,F,34,34.00
5/1/2008,KS,CDD SACRA FUT,F,25,25.00
5/1/2008,56,FRZ PK BLY CALL,O,0,21.00
5/1/2008,5C,WKCD-5C-P,O,0,21.00
5/1/2008,NYM,NYM HOUSE FUT,F,21,21.00
5/1/2008,3J,WKJY-3J-P,O,20,20.00
5/1/2008,BF,BP/SF CROSS RT,F,0,20.00
5/1/2008,CZ,CZECK (US) FUT,F,0,20.00
5/1/2008,LAX,LAX HOUSE FUT,F,20,20.00
5/1/2008,LBA,LEHMAN US AGG F,F,20,20.00
5/1/2008,SDG,SDG HOUSE FUT,F,20,20.00
5/1/2008,1J,WKJY-1J-C,O,0,19.00
5/1/2008,MIA,MIA HOUSE FUT,F,19,19.00
5/1/2008,WDC,WDC HOUSE FUT,F,19,19.00
5/1/2008,1C,WKCD-1C-P,O,0,18.00
5/1/2008,5A,WKAD-5A-P,O,0,16.00
5/1/2008,3A,WKAD-3A-C,O,0,15.00
5/1/2008,4C,WKCD-4C-P,O,0,15.00
5/1/2008,SG,S&P GROWTH FUT,F,13,13.00
5/1/2008,3C,WKCD-3C-P,O,0,11.00
5/1/2008,CUS,CSI COMP FUT,F,11,11.00
5/1/2008,1S,WKSF-1S-P,O,0,10.00
5/1/2008,4B,WKBP-4B-C,O,0,10.00
5/1/2008,HC,HICP FUT,F,10,10.00
5/1/2008,JQ,MILK MIDI CALL,O,0,9.00
5/1/2008,CC,EC/CD CROSS RT,F,8,8.00
5/1/2008,5X,WKEC-5X-C,O,0,7.00
5/1/2008,LAV,LAV HOUSE FUT,F,7,7.00
5/1/2008,SU,S&P VALUE FUT,F,7,7.00
5/1/2008,AN,AD/NE CROSS RT,F,5,5.00
5/1/2008,DB,BUTTER FUT,F,0,5.00
5/1/2008,RL,RUSS 2000 CALL,O,0,4.00
5/1/2008,RL,RUSS 2000 PUT,O,0,4.00
5/1/2008,CB,BUTTER CS CALL,O,3,3.00
5/1/2008,1J,WKJY-1J-P,O,0,2.00
5/1/2008,CHI,CHI HOUSE FUT,F,2,2.00
5/1/2008,DEN,DEN HOUSE FUT,F,2,2.00
5/1/2008,BOS,BOS HOUSE FUT,F,1,1.00
5/1/2008,E4,4YR MIDCRV PUT,O,1,1.00
5/1/2008,KU,CDD SLC F,F,1,1.00
6/1/2008,ED,EURO DLR FUT,F,"57,521,570",60086489.00
6/1/2008,ES,EMINI S&P FUT,F,"49,706,053",49723933.00
6/1/2008,ED,EURO DLR CALL,O,"640,538",10516085.00
6/1/2008,NQ,EMINI NASD FUT,F,"9,911,897",9911897.00
6/1/2008,ER,E-RUSS 2000 FUT,F,"6,452,649",6455549.00
6/1/2008,EC,EURO FX FUT,F,"5,192,067",5311995.00
6/1/2008,ED,EURO DLR PUT,O,"260,222",4769637.00
6/1/2008,J1,JAPAN YEN FUT,F,"3,104,172",3193862.00
6/1/2008,BP,BRIT PND FUT,F,"1,985,283",2058776.00
6/1/2008,SP,S&P 500 FUT,F,"112,330",1978883.00
6/1/2008,E0,1YR MIDCRV CALL,O,"159,018",1914143.00
6/1/2008,E1,SWISS FRNC FUT,F,"1,735,175",1789099.00
6/1/2008,E0,1YR MIDCRV PUT,O,"110,088",1526075.00
6/1/2008,C1,CANADA DLR FUT,F,"1,053,092",1151907.00
6/1/2008,ES,EMINI S&P PUT,O,"1,134,699",1134699.00
6/1/2008,AD,AUST DLR FUT,F,"991,221",1069601.00
6/1/2008,LN,LEAN HOGS FUT,F,"348,524",938662.00
6/1/2008,ME,E-400 MIDCAP F,F,"859,153",859153.00
6/1/2008,SP,S&P 500 PUT,O,2,834898.00
6/1/2008,ES,EMINI S&P CALL,O,"745,343",745343.00
6/1/2008,48,LV CATTLE FUT,F,"184,724",731340.00
6/1/2008,MP,MEX PESO FUT,F,"594,952",714610.00
6/1/2008,J3,TRAKRS ROGERS,F,"637,712",637712.00
6/1/2008,NK,NIKKEI ($) FUT,F,"429,741",449864.00
6/1/2008,SP,S&P 500 CALL,O,5,407751.00
6/1/2008,N1,NIKKEI (YEN) F,F,"364,869",364869.00
6/1/2008,ND,NASDAQ 100 FUT,F,"13,269",192723.00
6/1/2008,P3,TRAKRS PIMCO,F,"191,744",191744.00
6/1/2008,EV,EOM S&P 500 P,O,0,153097.00
6/1/2008,EC,EURO FX PUT,O,"63,285",125316.00
6/1/2008,NE,NEW ZEALND FUT,F,"92,317",121827.00
6/1/2008,EV,EOM S&P 500 C,O,0,98779.00
6/1/2008,EC,EURO FX CALL,O,"62,813",97942.00
6/1/2008,RL,RUSS 2000 FUT,F,193,95603.00
6/1/2008,ER,E-RUSS 2000 C,O,"90,534",90534.00
6/1/2008,62,FDR CATTLE FUT,F,"9,209",75291.00
6/1/2008,E7,EMINI EURFX FUT,F,"67,388",67426.00
6/1/2008,48,LV CATTLE CALL,O,128,64743.00
6/1/2008,EM,1-MTH EURODLR F,F,"56,481",61848.00
6/1/2008,EFE,E-MINI EAFE FUT,F,"43,102",53247.00
6/1/2008,J1,JAPAN YEN CALL,O,"16,571",51767.00
6/1/2008,48,LV CATTLE PUT,O,9,47317.00
6/1/2008,EW,EOM EMINI S&P P,O,"45,269",45269.00
6/1/2008,PST,TRAKRS PIM SPTR,F,"43,815",43815.00
6/1/2008,EW,EOM EMINI S&P C,O,"43,064",43064.00
6/1/2008,XP,SP AFLEX PUT,O,0,43063.00
6/1/2008,GI,GSCI FUT,F,"4,879",39845.00
6/1/2008,LB,LUMBER FUT,F,0,38362.00
6/1/2008,NQ,EMINI NASD CALL,O,"38,349",38349.00
6/1/2008,NQ,EMINI NASD PUT,O,"36,455",36455.00
6/1/2008,4K,WK4 MDCRV CALL,O,"1,186",35486.00
6/1/2008,J1,JAPAN YEN PUT,O,"9,407",34034.00
6/1/2008,RY,EC/JY CROSS RT,F,"27,938",33396.00
6/1/2008,DA,MILK FUT,F,"21,974",28652.00
6/1/2008,ER,E-RUSS 2000 P,O,"28,219",28219.00
6/1/2008,YT,EURO FX P (EU),O,"22,706",25206.00
6/1/2008,YT,EURO FX C (EU),O,"21,279",23779.00
6/1/2008,LN,LEAN HOGS CALL,O,"1,709",21776.00
6/1/2008,LN,LEAN HOGS PUT,O,"3,677",19984.00
6/1/2008,EMI,E-MINI EMRG FUT,F,"18,306",19286.00
6/1/2008,E2,2YR MIDCRV CALL,O,0,19153.00
6/1/2008,1K,WK1 MDCRV PUT,O,"2,000",18375.00
6/1/2008,BP,BRIT PND PUT,O,"11,436",18263.00
6/1/2008,MD,S&P 400MID FUT,F,6,15896.00
6/1/2008,4K,WK4 MDCRV PUT,O,"1,204",15554.00
6/1/2008,1K,WK1 MDCRV CALL,O,100,15250.00
6/1/2008,C1,CANADA DLR PUT,O,"9,510",13969.00
6/1/2008,EY,EUROYEN FUT,F,"13,887",13887.00
6/1/2008,C1,CANADA DLR CALL,O,"7,263",13566.00
6/1/2008,BP,BRIT PND CALL,O,"8,687",13356.00
6/1/2008,RA,S AFR RAND FUT,F,"2,444",12860.00
6/1/2008,SMC,E-600 SMLCAP F,F,"12,247",12247.00
6/1/2008,E0T,TOMMI MDCRV C,O,"1,352",11872.00
6/1/2008,K4,CDD NEW YORK F,F,"4,568",11818.00
6/1/2008,S2,CME 2YR SWAP,F,0,10620.00
6/1/2008,K6K,C PHL STP MAY P,O,0,10500.00
6/1/2008,DA,MILK PUT,O,2,10392.00
6/1/2008,RU,RUS RUBLE FUT,F,"2,914",9085.00
6/1/2008,AD,AUST DLR PUT,O,"3,314",8969.00
6/1/2008,E2,2YR MIDCRV PUT,O,1,8870.00
6/1/2008,E0T,TOMMI MDCRV P,O,"2,354",8604.00
6/1/2008,S5,CME 5YR SWAP,F,0,8160.00
6/1/2008,YJ,JAPAN YEN P EU,O,"3,902",7902.00
6/1/2008,YJ,JAPAN YEN C EU,O,"3,649",7649.00
6/1/2008,RP,EC/BP CROSS RT,F,"5,593",7508.00
6/1/2008,DA,MILK CALL,O,12,6605.00
6/1/2008,S0,CME 10YR SWAP,F,0,6440.00
6/1/2008,AD,AUST DLR CALL,O,"3,949",6252.00
6/1/2008,E1,SWISS FRNC CALL,O,"3,030",5827.00
6/1/2008,PZ,POLISH (US) F,F,301,5728.00
6/1/2008,RF,EC/SF CROSS RT,F,"3,813",5692.00
6/1/2008,56,FRZ PK BLY FUT,F,196,5608.00
6/1/2008,YP,SP EFLEX CALL,O,0,4290.00
6/1/2008,YP,SP EFLEX PUT,O,0,4290.00
6/1/2008,YB,BRIT PND-P EU,O,"3,784",3784.00
6/1/2008,E1,SWISS FRNC PUT,O,"2,808",3661.00
6/1/2008,K6,CDD PHILADEL F,F,5,3155.00
6/1/2008,H0X,H LVG STP NOV P,O,0,3000.00
6/1/2008,K5K,C DLS STP MAY C,O,0,3000.00
6/1/2008,62,FDR CATTLE PUT,O,0,2833.00
6/1/2008,Z,POLISH (EC) F,F,63,2603.00
6/1/2008,YD,CAN DLR PUT EU,O,"2,567",2567.00
6/1/2008,K0K,C LVG STP MAY C,O,0,2500.00
6/1/2008,K6,CDD PHILADEL C,O,0,2500.00
6/1/2008,YB,BRIT PND-C EU,O,"2,386",2386.00
6/1/2008,K4,CDD NEW YORK P,O,0,2350.00
6/1/2008,62,FDR CATTLE CALL,O,0,2326.00
6/1/2008,YD,CAN DLR CALL EU,O,"2,190",2190.00
6/1/2008,GA,GSCI ER FUTURES,F,"1,022",2072.00
6/1/2008,RMB,RMB/USD FUT,F,"1,377",2006.00
6/1/2008,J7,EMINI J YEN FUT,F,"1,833",1833.00
6/1/2008,UN,NOK,F,556,1798.00
6/1/2008,K1,CDD ATLANTA P,O,0,1750.00
6/1/2008,BR,BRAZIL RL FUT,F,151,1739.00
6/1/2008,SG,S&P GROWTH FUT,F,"1,490",1690.00
6/1/2008,K7,CDD PORTLAND F,F,470,1620.00
6/1/2008,K1,CDD ATLANTA C,O,0,1500.00
6/1/2008,NK,NIKKEI ($) PUT,O,0,1500.00
6/1/2008,SU,S&P VALUE FUT,F,"1,379",1379.00
6/1/2008,KS,CDD SACRA FUT,F,370,1370.00
6/1/2008,CB,BUTTER CS FUT,F,"1,369",1369.00
6/1/2008,YS,SWISS FRNC-C EU,O,"1,262",1262.00
6/1/2008,MHF,HURS BMX FLA C,O,0,1200.00
6/1/2008,K4,CDD NEW YORK C,O,0,1100.00
6/1/2008,K5,CDD DALLAS F,F,200,1100.00
6/1/2008,WP,WOOD PULP FUT,F,595,1009.00
6/1/2008,YS,SWISS FRNC-P EU,O,"1,005",1005.00
6/1/2008,K7K,C PRT STP MAY C,O,0,1000.00
6/1/2008,KSK,C SCR STP MAY C,O,0,1000.00
6/1/2008,KSN,C SCR STP JUL C,O,0,1000.00
6/1/2008,ND,NASDAQ 100 CALL,O,0,925.00
6/1/2008,AC,AD/CD CROSS RT,F,4,851.00
6/1/2008,NK,NIKKEI ($) CALL,O,0,850.00
6/1/2008,KX,CDD KNSCTY FUT,F,299,849.00
6/1/2008,CN,EC/NOK CROSS RT,F,10,840.00
6/1/2008,M3,TRAKRS BXY,F,760,760.00
6/1/2008,K1,CDD ATLANTA F,F,145,745.00
6/1/2008,RL,RUSS 2000 CALL,O,0,741.00
6/1/2008,2X,WKEC-2X-C,O,0,724.00
6/1/2008,ME,E-400 MIDCAP C,O,718,718.00
6/1/2008,ME,E-400 MIDCAP P,O,713,713.00
6/1/2008,K0,CDD LAS VEGAS F,F,120,670.00
6/1/2008,KR,CDD HOUST FUT,F,65,665.00
6/1/2008,ND,NASDAQ 100 PUT,O,0,664.00
6/1/2008,LB,LUMBER CALL,O,0,642.00
6/1/2008,KV,CDD BALTIMORE F,F,70,620.00
6/1/2008,LB,LUMBER PUT,O,0,598.00
6/1/2008,K8,CDD TUCSON F,F,10,510.00
6/1/2008,3K,WK3 MDCRV PUT,O,500,500.00
6/1/2008,MHR,HURS BMX NALT C,O,0,500.00
6/1/2008,MHX,HURS BMX E US C,O,0,500.00
6/1/2008,K9,CDD DES MOIN F,F,208,458.00
6/1/2008,K2N,C CHI STP JUL P,O,0,375.00
6/1/2008,KQ,CDD MINNESOT F,F,50,350.00
6/1/2008,PY,SPDR-S&P FUT,F,331,331.00
6/1/2008,IS,SHEKEL FUTURE,F,0,328.00
6/1/2008,KW,CDD BOSTON FUT,F,111,311.00
6/1/2008,DY,DRY WHEY FUT,F,306,306.00
6/1/2008,K3,CDD CINCINNAT F,F,204,304.00
6/1/2008,E4,4YR MIDCRV PUT,O,0,300.00
6/1/2008,E5B,MINI 5-YR ED BD,F,250,250.00
6/1/2008,K2,CDD CHICAGO F,F,103,203.00
6/1/2008,DY,DRY WHEY CALL,O,160,160.00
6/1/2008,K2N,C CHI STP JUL F,F,0,150.00
6/1/2008,K5,CDD DALLAS C,O,0,150.00
6/1/2008,NF,CSH NFDM FUT,F,147,147.00
6/1/2008,BY,BP/JY CROSS RT,F,1,146.00
6/1/2008,IW,IWM-RUSS FUT,F,140,140.00
6/1/2008,QQ,QQQ-NASDAQ FUT,F,116,116.00
6/1/2008,D2X,H AMS STP NOV F,F,0,100.00
6/1/2008,K1N,C ATL STP JUL C,O,0,100.00
6/1/2008,K1N,C ATL STP JUL P,O,0,100.00
6/1/2008,KRK,C HST STP MAY F,F,0,100.00
6/1/2008,SE,SEK,F,89,95.00
6/1/2008,2X,WKEC-2X-P,O,0,70.00
6/1/2008,2C,WKCD-2C-C,O,0,65.00
6/1/2008,MD,S&P 400MID CALL,O,0,60.00
6/1/2008,3C,WKCD-3C-P,O,0,54.00
6/1/2008,AH,CDD LA DWNTWN C,O,0,50.00
6/1/2008,G2,CAT AMSTER FUT,F,0,50.00
6/1/2008,K1K,C ATL STP MAY F,F,0,50.00
6/1/2008,K5,CDD DALLAS P,O,0,50.00
6/1/2008,4C,WKCD-4C-P,O,0,48.00
6/1/2008,4J,WKJY-4J-P,O,0,41.00
6/1/2008,BF,BP/SF CROSS RT,F,0,40.00
6/1/2008,DK,CLASS IV MILK,F,0,40.00
6/1/2008,LBA,LEHMAN US AGG F,F,40,40.00
6/1/2008,2J,WKJY-2J-C,O,0,36.00
6/1/2008,CC,EC/CD CROSS RT,F,32,32.00
6/1/2008,FR,HUNGARY (US) F,F,30,32.00
6/1/2008,HC,HICP FUT,F,30,30.00
6/1/2008,SMP,S&P 600 SMLCP F,F,0,22.00
6/1/2008,4J,WKJY-4J-C,O,0,21.00
6/1/2008,K,CZECK (EC) FUT,F,10,20.00
6/1/2008,4S,WKSF-4S-C,O,0,19.00
6/1/2008,AJ,AD/JY CROSS RT,F,0,19.00
6/1/2008,56,FRZ PK BLY CALL,O,0,16.00
6/1/2008,2C,WKCD-2C-P,O,0,15.00
6/1/2008,CHI,CHI HOUSE FUT,F,15,15.00
6/1/2008,JQ,MILK MIDI PUT,O,0,15.00
6/1/2008,NYM,NYM HOUSE FUT,F,15,15.00
6/1/2008,SJ,SF/JY CROSS RT,F,15,15.00
6/1/2008,4S,WKSF-4S-P,O,0,12.00
6/1/2008,AN,AD/NE CROSS RT,F,11,11.00
6/1/2008,LAV,LAV HOUSE FUT,F,11,11.00
6/1/2008,DEN,DEN HOUSE FUT,F,10,10.00
6/1/2008,KE,EC/SEK CROSS RT,F,10,10.00
6/1/2008,SFR,SFR HOUSE FUT,F,9,9.00
6/1/2008,DB,BUTTER FUT,F,0,8.00
6/1/2008,MIA,MIA HOUSE FUT,F,8,8.00
6/1/2008,CB,BUTTER CS CALL,O,6,6.00
6/1/2008,LAX,LAX HOUSE FUT,F,6,6.00
6/1/2008,3X,WKEC-3X-C,O,0,5.00
6/1/2008,K4K,C NYK STP MAY F,F,5,5.00
6/1/2008,3X,WKEC-3X-P,O,0,4.00
6/1/2008,4C,WKCD-4C-C,O,0,3.00
6/1/2008,3C,WKCD-3C-C,O,0,2.00
6/1/2008,56,FRZ PK BLY PUT,O,0,2.00
6/1/2008,CUS,CSI COMP FUT,F,2,2.00
6/1/2008,WDC,WDC HOUSE FUT,F,2,2.00
6/1/2008,2A,WKAD-2A-C,O,0,1.00
6/1/2008,CZ,CZECK (US) FUT,F,1,1.00
6/1/2008,DR,CME$INDEX FUT,F,1,1.00
6/1/2008,JQ,MILK MIDI CALL,O,0,1.00
6/1/2008,KU,CDD SLC F,F,1,1.00
6/1/2008,RL,RUSS 2000 PUT,O,0,1.00
7/1/2008,ED,EURO DLR FUT,F,"52,018,444",54178772.00
7/1/2008,ES,EMINI S&P FUT,F,"53,359,400",53375442.00
7/1/2008,NQ,EMINI NASD FUT,F,"10,142,567",10151136.00
7/1/2008,ED,EURO DLR CALL,O,"419,690",7750696.00
7/1/2008,ER,E-RUSS 2000 FUT,F,"5,844,599",5844599.00
